order_id,order_date,product_id,channel,quantity,sales_amount,discount_amount
O-000841,2026-04-29,LR-OIL-004,Naver SmartStore,1,28800.0,3200.0
O-000842,2026-04-29,LR-OIL-004,D2C Store,1,25600.0,6400.0
O-000843,2026-04-29,LR-OIL-004,Naver SmartStore,1,32000.0,0.0
O-000844,2026-04-29,LR-OIL-004,Naver SmartStore,1,28800.0,3200.0
O-000845,2026-04-29,LR-OIL-004,Naver SmartStore,1,32000.0,0.0
O-000846,2026-04-29,LR-OIL-004,D2C Store,2,64000.0,0.0
O-000847,2026-04-29,LR-OIL-004,D2C Store,2,60800.0,3200.0
O-000848,2026-04-29,LR-OIL-004,D2C Store,3,96000.0,0.0
O-000849,2026-04-29,LR-OIL-004,D2C Store,1,32000.0,0.0
O-000850,2026-04-29,LR-OIL-004,Naver SmartStore,1,30400.0,1600.0
O-000851,2026-04-29,LR-MSK-005,D2C Store,1,36000.0,0.0
O-000852,2026-04-29,LR-MSK-005,D2C Store,1,32400.0,3600.0
O-000853,2026-04-29,LR-MSK-005,Amazon US,1,30600.0,5400.0
O-000854,2026-04-29,LR-MSK-005,D2C Store,1,36000.0,0.0
O-000855,2026-04-29,LR-MSK-005,Amazon US,1,34200.0,1800.0
O-000856,2026-04-29,LR-MSK-005,D2C Store,3,91800.0,16200.0
O-000857,2026-04-29,LR-MSK-005,D2C Store,2,68400.0,3600.0
O-000858,2026-04-29,LR-MSK-005,Amazon US,1,32400.0,3600.0
O-000859,2026-04-29,LR-MSK-005,D2C Store,2,72000.0,0.0
O-000860,2026-04-29,LR-TON-006,D2C Store,1,31000.0,0.0
O-000861,2026-04-29,LR-TON-006,Naver SmartStore,2,58900.0,3100.0
O-000862,2026-04-29,LR-TON-006,Naver SmartStore,1,31000.0,0.0
O-000863,2026-04-29,LR-TON-006,Naver SmartStore,1,29450.0,1550.0
O-000864,2026-04-29,LR-TON-006,D2C Store,1,31000.0,0.0
O-000865,2026-04-29,LR-SER-007,Naver SmartStore,1,34000.0,0.0
O-000866,2026-04-29,LR-SER-007,D2C Store,2,61200.0,6800.0
O-000867,2026-04-29,LR-SER-007,Kakao Gift,1,30600.0,3400.0
O-000868,2026-04-29,LR-SER-007,D2C Store,1,34000.0,0.0
O-000869,2026-04-29,LR-SER-007,D2C Store,1,32300.0,1700.0
O-000870,2026-04-29,LR-SER-007,D2C Store,2,61200.0,6800.0
O-000871,2026-04-29,LR-SER-007,D2C Store,1,30600.0,3400.0
O-000872,2026-04-29,LR-SER-007,Naver SmartStore,3,96900.0,5100.0
O-000873,2026-04-29,LR-SER-007,D2C Store,2,68000.0,0.0
O-000874,2026-04-29,LR-SER-007,Kakao Gift,2,68000.0,0.0
O-000875,2026-04-29,LR-SER-007,Naver SmartStore,2,68000.0,0.0
O-000876,2026-04-29,LR-SER-007,Naver SmartStore,1,34000.0,0.0
O-000877,2026-04-29,LR-SER-007,D2C Store,1,34000.0,0.0
O-000878,2026-04-29,LR-KIT-008,D2C Store,1,65550.0,3450.0
O-000879,2026-04-29,LR-KIT-008,D2C Store,1,69000.0,0.0
O-000880,2026-04-29,LR-KIT-008,D2C Store,1,62100.0,6900.0
O-000881,2026-04-29,LR-KIT-008,Kakao Gift,1,69000.0,0.0
O-000882,2026-04-29,LR-KIT-008,D2C Store,1,69000.0,0.0
O-000883,2026-04-29,LR-KIT-008,Kakao Gift,1,58650.0,10350.0
O-000884,2026-04-29,LR-KIT-008,Naver SmartStore,1,58650.0,10350.0
O-000885,2026-04-29,LR-KIT-008,D2C Store,1,69000.0,0.0
O-000886,2026-04-30,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000887,2026-04-30,LR-SHP-001,Naver SmartStore,2,58000.0,0.0
O-000888,2026-04-30,LR-SHP-001,D2C Store,3,69600.0,17400.0
O-000889,2026-04-30,LR-SHP-001,Kakao Gift,1,29000.0,0.0
O-000890,2026-04-30,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-000891,2026-04-30,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-000892,2026-04-30,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-000893,2026-04-30,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-000894,2026-04-30,LR-SHP-001,D2C Store,2,52200.0,5800.0
O-000895,2026-04-30,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000896,2026-04-30,LR-SHP-001,Kakao Gift,1,26100.0,2900.0
O-000897,2026-04-30,LR-SHP-001,Naver SmartStore,3,87000.0,0.0
O-000898,2026-04-30,LR-SHP-001,D2C Store,2,52200.0,5800.0
O-000899,2026-04-30,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000900,2026-04-30,LR-SHP-001,Naver SmartStore,1,23200.0,5800.0
O-000901,2026-04-30,LR-SHP-001,Kakao Gift,1,24650.0,4350.0
O-000902,2026-04-30,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-000903,2026-04-30,LR-SHP-001,D2C Store,3,87000.0,0.0
O-000904,2026-04-30,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-000905,2026-04-30,LR-SHP-001,Amazon US,1,29000.0,0.0
O-000906,2026-04-30,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000907,2026-04-30,LR-CND-002,Naver SmartStore,2,48600.0,5400.0
O-000908,2026-04-30,LR-CND-002,D2C Store,1,27000.0,0.0
O-000909,2026-04-30,LR-CND-002,Naver SmartStore,1,24300.0,2700.0
O-000910,2026-04-30,LR-CND-002,D2C Store,1,27000.0,0.0
O-000911,2026-04-30,LR-CND-002,Amazon US,1,25650.0,1350.0
O-000912,2026-04-30,LR-CND-002,D2C Store,1,27000.0,0.0
O-000913,2026-04-30,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-000914,2026-04-30,LR-CND-002,D2C Store,2,48600.0,5400.0
O-000915,2026-04-30,LR-CND-002,D2C Store,2,54000.0,0.0
O-000916,2026-04-30,LR-CND-002,D2C Store,1,27000.0,0.0
O-000917,2026-04-30,LR-CND-002,Amazon US,1,27000.0,0.0
O-000918,2026-04-30,LR-CND-002,D2C Store,1,27000.0,0.0
O-000919,2026-04-30,LR-CND-002,D2C Store,2,54000.0,0.0
O-000920,2026-04-30,LR-CND-002,D2C Store,2,54000.0,0.0
O-000921,2026-04-30,LR-TRT-003,D2C Store,1,35100.0,3900.0
O-000922,2026-04-30,LR-TRT-003,Naver SmartStore,1,37050.0,1950.0
O-000923,2026-04-30,LR-TRT-003,D2C Store,1,35100.0,3900.0
O-000924,2026-04-30,LR-TRT-003,D2C Store,1,33150.0,5850.0
O-000925,2026-04-30,LR-TRT-003,Kakao Gift,1,33150.0,5850.0
O-000926,2026-04-30,LR-TRT-003,D2C Store,1,39000.0,0.0
O-000927,2026-04-30,LR-TRT-003,Kakao Gift,1,37050.0,1950.0
O-000928,2026-04-30,LR-TRT-003,Naver SmartStore,1,39000.0,0.0
O-000929,2026-04-30,LR-TRT-003,D2C Store,1,39000.0,0.0
O-000930,2026-04-30,LR-TRT-003,D2C Store,1,33150.0,5850.0
O-000931,2026-04-30,LR-TRT-003,D2C Store,1,39000.0,0.0
O-000932,2026-04-30,LR-TRT-003,D2C Store,1,37050.0,1950.0
O-000933,2026-04-30,LR-TRT-003,D2C Store,1,39000.0,0.0
O-000934,2026-04-30,LR-TRT-003,Naver SmartStore,2,74100.0,3900.0
O-000935,2026-04-30,LR-TRT-003,Amazon US,2,70200.0,7800.0
O-000936,2026-04-30,LR-TRT-003,D2C Store,2,78000.0,0.0
O-000937,2026-04-30,LR-TRT-003,D2C Store,1,33150.0,5850.0
O-000938,2026-04-30,LR-OIL-004,D2C Store,1,32000.0,0.0
O-000939,2026-04-30,LR-OIL-004,Naver SmartStore,1,27200.0,4800.0
O-000940,2026-04-30,LR-OIL-004,D2C Store,1,25600.0,6400.0
O-000941,2026-04-30,LR-OIL-004,Amazon US,2,51200.0,12800.0
O-000942,2026-04-30,LR-OIL-004,D2C Store,1,30400.0,1600.0
O-000943,2026-04-30,LR-MSK-005,D2C Store,1,28800.0,7200.0
O-000944,2026-04-30,LR-MSK-005,D2C Store,2,64800.0,7200.0
O-000945,2026-04-30,LR-MSK-005,D2C Store,2,64800.0,7200.0
O-000946,2026-04-30,LR-MSK-005,Naver SmartStore,1,32400.0,3600.0
O-000947,2026-04-30,LR-MSK-005,Naver SmartStore,2,72000.0,0.0
O-000948,2026-04-30,LR-MSK-005,D2C Store,3,102600.0,5400.0
O-000949,2026-04-30,LR-MSK-005,Kakao Gift,1,28800.0,7200.0
O-000950,2026-04-30,LR-MSK-005,D2C Store,1,36000.0,0.0
O-000951,2026-04-30,LR-MSK-005,D2C Store,1,36000.0,0.0
O-000952,2026-04-30,LR-MSK-005,Kakao Gift,1,36000.0,0.0
O-000953,2026-04-30,LR-MSK-005,Naver SmartStore,1,36000.0,0.0
O-000954,2026-04-30,LR-MSK-005,D2C Store,2,64800.0,7200.0
O-000955,2026-04-30,LR-MSK-005,Kakao Gift,1,34200.0,1800.0
O-000956,2026-04-30,LR-TON-006,Kakao Gift,2,55800.0,6200.0
O-000957,2026-04-30,LR-TON-006,Amazon US,3,93000.0,0.0
O-000958,2026-04-30,LR-TON-006,D2C Store,1,31000.0,0.0
O-000959,2026-04-30,LR-TON-006,Amazon US,1,31000.0,0.0
O-000960,2026-04-30,LR-SER-007,Amazon US,1,34000.0,0.0
O-000961,2026-04-30,LR-SER-007,Naver SmartStore,1,28900.0,5100.0
O-000962,2026-04-30,LR-SER-007,D2C Store,1,32300.0,1700.0
O-000963,2026-04-30,LR-SER-007,D2C Store,1,30600.0,3400.0
O-000964,2026-04-30,LR-SER-007,Amazon US,2,57800.0,10200.0
O-000965,2026-04-30,LR-SER-007,Amazon US,1,27200.0,6800.0
O-000966,2026-04-30,LR-SER-007,Kakao Gift,1,32300.0,1700.0
O-000967,2026-04-30,LR-SER-007,D2C Store,3,102000.0,0.0
O-000968,2026-04-30,LR-SER-007,Naver SmartStore,2,68000.0,0.0
O-000969,2026-04-30,LR-SER-007,D2C Store,1,27200.0,6800.0
O-000970,2026-04-30,LR-SER-007,Naver SmartStore,2,68000.0,0.0
O-000971,2026-04-30,LR-SER-007,D2C Store,1,28900.0,5100.0
O-000972,2026-04-30,LR-SER-007,D2C Store,1,34000.0,0.0
O-000973,2026-04-30,LR-KIT-008,D2C Store,1,69000.0,0.0
O-000974,2026-04-30,LR-KIT-008,Amazon US,1,62100.0,6900.0
O-000975,2026-05-01,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-000976,2026-05-01,LR-SHP-001,Naver SmartStore,1,24650.0,4350.0
O-000977,2026-05-01,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000978,2026-05-01,LR-SHP-001,D2C Store,2,58000.0,0.0
O-000979,2026-05-01,LR-SHP-001,D2C Store,3,87000.0,0.0
O-000980,2026-05-01,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-000981,2026-05-01,LR-SHP-001,Naver SmartStore,2,58000.0,0.0
O-000982,2026-05-01,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-000983,2026-05-01,LR-SHP-001,Kakao Gift,3,87000.0,0.0
O-000984,2026-05-01,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000985,2026-05-01,LR-SHP-001,Naver SmartStore,1,26100.0,2900.0
O-000986,2026-05-01,LR-SHP-001,D2C Store,2,58000.0,0.0
O-000987,2026-05-01,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000988,2026-05-01,LR-SHP-001,D2C Store,2,58000.0,0.0
O-000989,2026-05-01,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-000990,2026-05-01,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000991,2026-05-01,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000992,2026-05-01,LR-SHP-001,D2C Store,2,58000.0,0.0
O-000993,2026-05-01,LR-SHP-001,D2C Store,1,27550.0,1450.0
O-000994,2026-05-01,LR-SHP-001,Kakao Gift,1,29000.0,0.0
O-000995,2026-05-01,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000996,2026-05-01,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000997,2026-05-01,LR-SHP-001,Naver SmartStore,1,26100.0,2900.0
O-000998,2026-05-01,LR-SHP-001,D2C Store,1,29000.0,0.0
O-000999,2026-05-01,LR-SHP-001,D2C Store,3,82650.0,4350.0
O-001000,2026-05-01,LR-SHP-001,D2C Store,2,52200.0,5800.0
O-001001,2026-05-01,LR-CND-002,D2C Store,1,22950.0,4050.0
O-001002,2026-05-01,LR-CND-002,D2C Store,2,54000.0,0.0
O-001003,2026-05-01,LR-CND-002,D2C Store,2,48600.0,5400.0
O-001004,2026-05-01,LR-CND-002,Naver SmartStore,2,48600.0,5400.0
O-001005,2026-05-01,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-001006,2026-05-01,LR-CND-002,Amazon US,1,21600.0,5400.0
O-001007,2026-05-01,LR-CND-002,D2C Store,2,54000.0,0.0
O-001008,2026-05-01,LR-CND-002,Amazon US,3,81000.0,0.0
O-001009,2026-05-01,LR-CND-002,D2C Store,1,24300.0,2700.0
O-001010,2026-05-01,LR-CND-002,D2C Store,2,45900.0,8100.0
O-001011,2026-05-01,LR-CND-002,D2C Store,1,27000.0,0.0
O-001012,2026-05-01,LR-CND-002,Kakao Gift,1,27000.0,0.0
O-001013,2026-05-01,LR-CND-002,D2C Store,2,51300.0,2700.0
O-001014,2026-05-01,LR-CND-002,D2C Store,1,27000.0,0.0
O-001015,2026-05-01,LR-TRT-003,D2C Store,2,66300.0,11700.0
O-001016,2026-05-01,LR-TRT-003,D2C Store,1,39000.0,0.0
O-001017,2026-05-01,LR-TRT-003,D2C Store,1,39000.0,0.0
O-001018,2026-05-01,LR-TRT-003,D2C Store,1,37050.0,1950.0
O-001019,2026-05-01,LR-TRT-003,Naver SmartStore,1,39000.0,0.0
O-001020,2026-05-01,LR-TRT-003,Kakao Gift,1,39000.0,0.0
O-001021,2026-05-01,LR-TRT-003,Naver SmartStore,1,39000.0,0.0
O-001022,2026-05-01,LR-TRT-003,D2C Store,2,66300.0,11700.0
O-001023,2026-05-01,LR-OIL-004,D2C Store,2,64000.0,0.0
O-001024,2026-05-01,LR-OIL-004,D2C Store,1,28800.0,3200.0
O-001025,2026-05-01,LR-OIL-004,Amazon US,2,64000.0,0.0
O-001026,2026-05-01,LR-OIL-004,D2C Store,1,28800.0,3200.0
O-001027,2026-05-01,LR-OIL-004,D2C Store,1,30400.0,1600.0
O-001028,2026-05-01,LR-OIL-004,Naver SmartStore,1,28800.0,3200.0
O-001029,2026-05-01,LR-OIL-004,Kakao Gift,2,54400.0,9600.0
O-001030,2026-05-01,LR-OIL-004,D2C Store,1,32000.0,0.0
O-001031,2026-05-01,LR-OIL-004,Kakao Gift,1,32000.0,0.0
O-001032,2026-05-01,LR-OIL-004,D2C Store,2,64000.0,0.0
O-001033,2026-05-01,LR-OIL-004,D2C Store,2,57600.0,6400.0
O-001034,2026-05-01,LR-MSK-005,Kakao Gift,1,36000.0,0.0
O-001035,2026-05-01,LR-MSK-005,D2C Store,1,34200.0,1800.0
O-001036,2026-05-01,LR-MSK-005,Naver SmartStore,1,36000.0,0.0
O-001037,2026-05-01,LR-MSK-005,Naver SmartStore,1,30600.0,5400.0
O-001038,2026-05-01,LR-MSK-005,Kakao Gift,1,36000.0,0.0
O-001039,2026-05-01,LR-TON-006,D2C Store,2,55800.0,6200.0
O-001040,2026-05-01,LR-TON-006,D2C Store,1,31000.0,0.0
O-001041,2026-05-01,LR-TON-006,Naver SmartStore,3,79050.0,13950.0
O-001042,2026-05-01,LR-TON-006,D2C Store,1,31000.0,0.0
O-001043,2026-05-01,LR-TON-006,Naver SmartStore,1,27900.0,3100.0
O-001044,2026-05-01,LR-TON-006,Naver SmartStore,1,26350.0,4650.0
O-001045,2026-05-01,LR-TON-006,D2C Store,1,31000.0,0.0
O-001046,2026-05-01,LR-TON-006,Amazon US,2,62000.0,0.0
O-001047,2026-05-01,LR-TON-006,D2C Store,1,31000.0,0.0
O-001048,2026-05-01,LR-TON-006,D2C Store,1,31000.0,0.0
O-001049,2026-05-01,LR-TON-006,D2C Store,1,27900.0,3100.0
O-001050,2026-05-01,LR-SER-007,D2C Store,1,30600.0,3400.0
O-001051,2026-05-01,LR-SER-007,D2C Store,1,32300.0,1700.0
O-001052,2026-05-01,LR-SER-007,Amazon US,1,34000.0,0.0
O-001053,2026-05-01,LR-SER-007,D2C Store,1,28900.0,5100.0
O-001054,2026-05-01,LR-SER-007,D2C Store,1,28900.0,5100.0
O-001055,2026-05-01,LR-SER-007,Kakao Gift,1,30600.0,3400.0
O-001056,2026-05-01,LR-SER-007,Naver SmartStore,2,61200.0,6800.0
O-001057,2026-05-01,LR-SER-007,Naver SmartStore,1,30600.0,3400.0
O-001058,2026-05-01,LR-SER-007,D2C Store,1,27200.0,6800.0
O-001059,2026-05-01,LR-SER-007,D2C Store,1,34000.0,0.0
O-001060,2026-05-01,LR-SER-007,D2C Store,1,32300.0,1700.0
O-001061,2026-05-01,LR-SER-007,D2C Store,2,68000.0,0.0
O-001062,2026-05-01,LR-SER-007,Naver SmartStore,2,57800.0,10200.0
O-001063,2026-05-01,LR-SER-007,Kakao Gift,1,30600.0,3400.0
O-001064,2026-05-01,LR-KIT-008,D2C Store,2,138000.0,0.0
O-001065,2026-05-01,LR-KIT-008,Naver SmartStore,1,69000.0,0.0
O-001066,2026-05-01,LR-KIT-008,Naver SmartStore,2,138000.0,0.0
O-001067,2026-05-01,LR-KIT-008,D2C Store,1,69000.0,0.0
O-001068,2026-05-01,LR-KIT-008,Naver SmartStore,2,138000.0,0.0
O-001069,2026-05-01,LR-KIT-008,D2C Store,1,69000.0,0.0
O-001070,2026-05-01,LR-KIT-008,Kakao Gift,2,138000.0,0.0
O-001071,2026-05-02,LR-SHP-001,D2C Store,1,24650.0,4350.0
O-001072,2026-05-02,LR-SHP-001,D2C Store,2,58000.0,0.0
O-001073,2026-05-02,LR-SHP-001,D2C Store,1,24650.0,4350.0
O-001074,2026-05-02,LR-SHP-001,D2C Store,1,29000.0,0.0
O-001075,2026-05-02,LR-SHP-001,D2C Store,2,58000.0,0.0
O-001076,2026-05-02,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-001077,2026-05-02,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-001078,2026-05-02,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-001079,2026-05-02,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-001080,2026-05-02,LR-SHP-001,Naver SmartStore,2,58000.0,0.0
O-001081,2026-05-02,LR-SHP-001,Amazon US,1,29000.0,0.0
O-001082,2026-05-02,LR-SHP-001,D2C Store,1,29000.0,0.0
O-001083,2026-05-02,LR-SHP-001,D2C Store,1,29000.0,0.0
O-001084,2026-05-02,LR-SHP-001,Naver SmartStore,2,58000.0,0.0
O-001085,2026-05-02,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-001086,2026-05-02,LR-CND-002,D2C Store,1,27000.0,0.0
O-001087,2026-05-02,LR-CND-002,Kakao Gift,1,27000.0,0.0
O-001088,2026-05-02,LR-CND-002,Naver SmartStore,1,27000.0,0.0
O-001089,2026-05-02,LR-CND-002,Kakao Gift,1,27000.0,0.0
O-001090,2026-05-02,LR-CND-002,Kakao Gift,3,81000.0,0.0
O-001091,2026-05-02,LR-CND-002,Amazon US,1,27000.0,0.0
O-001092,2026-05-02,LR-CND-002,D2C Store,2,54000.0,0.0
O-001093,2026-05-02,LR-CND-002,Naver SmartStore,2,54000.0,0.0
O-001094,2026-05-02,LR-CND-002,D2C Store,1,27000.0,0.0
O-001095,2026-05-02,LR-CND-002,Kakao Gift,1,27000.0,0.0
O-001096,2026-05-02,LR-CND-002,D2C Store,1,25650.0,1350.0
O-001097,2026-05-02,LR-CND-002,Naver SmartStore,3,76950.0,4050.0
O-001098,2026-05-02,LR-CND-002,D2C Store,1,24300.0,2700.0
O-001099,2026-05-02,LR-CND-002,D2C Store,1,25650.0,1350.0
O-001100,2026-05-02,LR-TRT-003,Naver SmartStore,1,39000.0,0.0
O-001101,2026-05-02,LR-TRT-003,Naver SmartStore,1,39000.0,0.0
O-001102,2026-05-02,LR-TRT-003,D2C Store,1,35100.0,3900.0
O-001103,2026-05-02,LR-TRT-003,D2C Store,1,39000.0,0.0
O-001104,2026-05-02,LR-TRT-003,D2C Store,1,39000.0,0.0
O-001105,2026-05-02,LR-TRT-003,D2C Store,1,37050.0,1950.0
O-001106,2026-05-02,LR-TRT-003,D2C Store,1,39000.0,0.0
O-001107,2026-05-02,LR-TRT-003,Amazon US,1,39000.0,0.0
O-001108,2026-05-02,LR-TRT-003,Naver SmartStore,1,39000.0,0.0
O-001109,2026-05-02,LR-TRT-003,Naver SmartStore,2,70200.0,7800.0
O-001110,2026-05-02,LR-TRT-003,D2C Store,1,39000.0,0.0
O-001111,2026-05-02,LR-TRT-003,D2C Store,2,78000.0,0.0
O-001112,2026-05-02,LR-TRT-003,D2C Store,1,31200.0,7800.0
O-001113,2026-05-02,LR-TRT-003,D2C Store,1,39000.0,0.0
O-001114,2026-05-02,LR-TRT-003,Naver SmartStore,1,39000.0,0.0
O-001115,2026-05-02,LR-TRT-003,D2C Store,1,35100.0,3900.0
O-001116,2026-05-02,LR-TRT-003,Kakao Gift,2,78000.0,0.0
O-001117,2026-05-02,LR-TRT-003,D2C Store,1,39000.0,0.0
O-001118,2026-05-02,LR-OIL-004,Kakao Gift,1,30400.0,1600.0
O-001119,2026-05-02,LR-OIL-004,D2C Store,1,28800.0,3200.0
O-001120,2026-05-02,LR-OIL-004,D2C Store,1,25600.0,6400.0
O-001121,2026-05-02,LR-OIL-004,Naver SmartStore,1,27200.0,4800.0
O-001122,2026-05-02,LR-OIL-004,D2C Store,1,28800.0,3200.0
O-001123,2026-05-02,LR-OIL-004,Amazon US,1,32000.0,0.0
O-001124,2026-05-02,LR-OIL-004,Naver SmartStore,1,32000.0,0.0
O-001125,2026-05-02,LR-OIL-004,D2C Store,2,60800.0,3200.0
O-001126,2026-05-02,LR-OIL-004,D2C Store,1,32000.0,0.0
O-001127,2026-05-02,LR-OIL-004,Amazon US,1,28800.0,3200.0
O-001128,2026-05-02,LR-OIL-004,D2C Store,1,27200.0,4800.0
O-001129,2026-05-02,LR-OIL-004,D2C Store,1,32000.0,0.0
O-001130,2026-05-02,LR-OIL-004,Naver SmartStore,1,28800.0,3200.0
O-001131,2026-05-02,LR-OIL-004,D2C Store,2,60800.0,3200.0
O-001132,2026-05-02,LR-OIL-004,D2C Store,3,91200.0,4800.0
O-001133,2026-05-02,LR-OIL-004,D2C Store,1,28800.0,3200.0
O-001134,2026-05-02,LR-OIL-004,D2C Store,1,32000.0,0.0
O-001135,2026-05-02,LR-OIL-004,Kakao Gift,1,32000.0,0.0
O-001136,2026-05-02,LR-OIL-004,D2C Store,1,25600.0,6400.0
O-001137,2026-05-02,LR-OIL-004,Kakao Gift,1,32000.0,0.0
O-001138,2026-05-02,LR-OIL-004,D2C Store,2,54400.0,9600.0
O-001139,2026-05-02,LR-OIL-004,Amazon US,1,32000.0,0.0
O-001140,2026-05-02,LR-MSK-005,D2C Store,1,36000.0,0.0
O-001141,2026-05-02,LR-MSK-005,D2C Store,1,32400.0,3600.0
O-001142,2026-05-02,LR-MSK-005,D2C Store,2,72000.0,0.0
O-001143,2026-05-02,LR-MSK-005,D2C Store,1,34200.0,1800.0
O-001144,2026-05-02,LR-MSK-005,D2C Store,1,34200.0,1800.0
O-001145,2026-05-02,LR-MSK-005,Naver SmartStore,1,34200.0,1800.0
O-001146,2026-05-02,LR-MSK-005,D2C Store,1,34200.0,1800.0
O-001147,2026-05-02,LR-MSK-005,D2C Store,1,28800.0,7200.0
O-001148,2026-05-02,LR-MSK-005,D2C Store,1,36000.0,0.0
O-001149,2026-05-02,LR-MSK-005,D2C Store,1,34200.0,1800.0
O-001150,2026-05-02,LR-MSK-005,D2C Store,1,32400.0,3600.0
O-001151,2026-05-02,LR-MSK-005,D2C Store,2,72000.0,0.0
O-001152,2026-05-02,LR-MSK-005,D2C Store,2,57600.0,14400.0
O-001153,2026-05-02,LR-MSK-005,D2C Store,1,32400.0,3600.0
O-001154,2026-05-02,LR-TON-006,Naver SmartStore,1,31000.0,0.0
O-001155,2026-05-02,LR-TON-006,Naver SmartStore,2,62000.0,0.0
O-001156,2026-05-02,LR-TON-006,D2C Store,1,26350.0,4650.0
O-001157,2026-05-02,LR-TON-006,Naver SmartStore,1,27900.0,3100.0
O-001158,2026-05-02,LR-TON-006,Kakao Gift,1,31000.0,0.0
O-001159,2026-05-02,LR-TON-006,Naver SmartStore,2,58900.0,3100.0
O-001160,2026-05-02,LR-TON-006,Amazon US,1,29450.0,1550.0
O-001161,2026-05-02,LR-TON-006,D2C Store,1,29450.0,1550.0
O-001162,2026-05-02,LR-TON-006,Kakao Gift,1,26350.0,4650.0
O-001163,2026-05-02,LR-TON-006,Kakao Gift,1,29450.0,1550.0
O-001164,2026-05-02,LR-TON-006,Naver SmartStore,1,29450.0,1550.0
O-001165,2026-05-02,LR-TON-006,Naver SmartStore,1,31000.0,0.0
O-001166,2026-05-02,LR-SER-007,Kakao Gift,1,27200.0,6800.0
O-001167,2026-05-02,LR-SER-007,Amazon US,2,68000.0,0.0
O-001168,2026-05-02,LR-SER-007,D2C Store,3,102000.0,0.0
O-001169,2026-05-02,LR-SER-007,Naver SmartStore,1,30600.0,3400.0
O-001170,2026-05-02,LR-SER-007,Kakao Gift,1,30600.0,3400.0
O-001171,2026-05-02,LR-SER-007,Naver SmartStore,1,28900.0,5100.0
O-001172,2026-05-02,LR-SER-007,D2C Store,1,32300.0,1700.0
O-001173,2026-05-02,LR-SER-007,Amazon US,1,32300.0,1700.0
O-001174,2026-05-02,LR-SER-007,D2C Store,1,27200.0,6800.0
O-001175,2026-05-02,LR-SER-007,D2C Store,1,34000.0,0.0
O-001176,2026-05-02,LR-SER-007,D2C Store,1,32300.0,1700.0
O-001177,2026-05-02,LR-SER-007,Naver SmartStore,1,34000.0,0.0
O-001178,2026-05-02,LR-SER-007,Kakao Gift,2,68000.0,0.0
O-001179,2026-05-02,LR-SER-007,D2C Store,2,64600.0,3400.0
O-001180,2026-05-02,LR-SER-007,D2C Store,1,32300.0,1700.0
O-001181,2026-05-02,LR-SER-007,D2C Store,2,68000.0,0.0
O-001182,2026-05-02,LR-KIT-008,Naver SmartStore,1,62100.0,6900.0
O-001183,2026-05-02,LR-KIT-008,D2C Store,1,62100.0,6900.0
O-001184,2026-05-02,LR-KIT-008,Kakao Gift,2,138000.0,0.0
O-001185,2026-05-02,LR-KIT-008,Naver SmartStore,2,117300.0,20700.0
O-001186,2026-05-02,LR-KIT-008,Naver SmartStore,1,69000.0,0.0
O-001187,2026-05-03,LR-SHP-001,D2C Store,1,24650.0,4350.0
O-001188,2026-05-03,LR-SHP-001,D2C Store,3,69600.0,17400.0
O-001189,2026-05-03,LR-SHP-001,D2C Store,1,29000.0,0.0
O-001190,2026-05-03,LR-SHP-001,Kakao Gift,1,26100.0,2900.0
O-001191,2026-05-03,LR-SHP-001,Naver SmartStore,2,49300.0,8700.0
O-001192,2026-05-03,LR-SHP-001,D2C Store,1,26100.0,2900.0
O-001193,2026-05-03,LR-SHP-001,Amazon US,1,26100.0,2900.0
O-001194,2026-05-03,LR-SHP-001,Naver SmartStore,1,29000.0,0.0
O-001195,2026-05-03,LR-SHP-001,D2C Store,1,29000.0,0.0
O-001196,2026-05-03,LR-SHP-001,D2C Store,1,29000.0,0.0
O-001197,2026-05-03,LR-SHP-001,D2C Store,1,27550.0,1450.0
